spacy_word	spacy_lemma	spacy_pos	spacy_tag	dependency	dependency_head	dependency_head_pos	dependency_children	text_id_numeric	text_id	sent_index_in_text
besitzt	besitzen	VERB	VVFIN	ROOT	besitzt	VERB	[Kopf, ATP-Bindungsstelle, .]	3	b3	6
eine	ein	DET	ART	nk	ATP-Bindungsstelle	NOUN	[]	3	b3	6
Aktin-	Aktin	X	TRUNC	cj	und	CCONJ	[]	3	b3	6
und	und	CCONJ	KON	cd	ATP-Bindungsstelle	NOUN	[Aktin-]	3	b3	6
eine	ein	DET	ART	nk	ATP-Bindungsstelle	NOUN	[]	3	b3	6
ATP-Bindungsstelle	ATP-Bindungsstelle	NOUN	NN	oa	besitzt	VERB	[eine, und, eine]	3	b3	6
.	--	PUNCT	$.	punct	besitzt	VERB	[]	3	b3	6
Im	in	ADP	APPRART	mo	können	AUX	[Übergangsbereich]	3	b3	7
Übergangsbereich	Übergangsbereich	NOUN	NN	nk	Im	ADP	[von, zu]	3	b3	7
von	von	ADP	APPR	mnr	Übergangsbereich	NOUN	[Kopf]	3	b3	7
Kopf	Kopf	NOUN	NN	nk	von	ADP	[]	3	b3	7
zu	zu	ADP	APPR	mnr	Übergangsbereich	NOUN	[Schwanz]	3	b3	7
Schwanz	Schwanz	NOUN	NN	nk	zu	ADP	[]	3	b3	7
können	können	AUX	VMFIN	ROOT	können	AUX	[Im, binden, .]	3	b3	7
unterschiedliche	unterschiedlich	ADJ	ADJA	nk	Ketten	NOUN	[]	3	b3	7
leichte	leicht	ADJ	ADJA	nk	Ketten	NOUN	[]	3	b3	7
Ketten	Kette	NOUN	NN	oa	binden	VERB	[unterschiedliche, leichte]	3	b3	7
binden	binden	VERB	VVINF	oc	können	AUX	[Ketten, und]	3	b3	7
und	und	CCONJ	KON	cd	binden	VERB	[mitwirken]	3	b3	7
auf	auf	ADP	APPR	mo	mitwirken	VERB	[Weise]	3	b3	7
diese	dieser	DET	PDAT	nk	Weise	NOUN	[]	3	b3	7
Weise	Weise	NOUN	NN	nk	auf	ADP	[diese]	3	b3	7
an	an	ADP	APPR	op	mitwirken	VERB	[Regulation]	3	b3	7
der	der	DET	ART	nk	Regulation	NOUN	[]	3	b3	7
Regulation	Regulation	NOUN	NN	nk	an	ADP	[der, von]	3	b3	7
von	von	ADP	APPR	pg	Regulation	NOUN	[Myosin]	3	b3	7
Myosin	Myosin	NOUN	NN	nk	von	ADP	[]	3	b3	7
mitwirken	mitwirken	VERB	VVINF	cj	und	CCONJ	[auf, an]	3	b3	7
.	--	PUNCT	$.	punct	können	AUX	[]	3	b3	7
In	in	ADP	APPR	mo	registriert	VERB	[Zellen, beispielsweise]	3	b3	8
den	der	DET	ART	nk	Zellen	NOUN	[]	3	b3	8
nicht	nicht	PART	PTKNEG	ng	muskulären	ADJ	[]	3	b3	8
muskulären	muskuläer	ADJ	ADJA	nk	Zellen	NOUN	[nicht]	3	b3	8
Zellen	Zelle	NOUN	NN	nk	In	ADP	[den, muskulären]	3	b3	8
beispielsweise	beispielsweise	ADV	ADV	mo	In	ADP	[]	3	b3	8
registriert	registrieren	VERB	VVFIN	ROOT	registriert	VERB	[In, Calmodulinkette, Anwesenheit, und, .]	3	b3	8
eine	ein	DET	ART	nk	Calmodulinkette	NOUN	[]	3	b3	8
Calmodulinkette	Calmodulinkette	NOUN	NN	sb	registriert	VERB	[eine]	3	b3	8
die	der	DET	ART	nk	Anwesenheit	NOUN	[]	3	b3	8
Anwesenheit	Anwesenheit	NOUN	NN	oa	registriert	VERB	[die, von]	3	b3	8
von	von	ADP	APPR	pg	Anwesenheit	NOUN	[Calciumionen]	3	b3	8
Calciumionen	Calciumion	NOUN	NN	nk	von	ADP	[]	3	b3	8
und	und	CCONJ	KON	cd	registriert	VERB	[ermöglicht]	3	b3	8
ermöglicht	ermöglichen	VERB	VVFIN	cj	und	CCONJ	[Bindung, an]	3	b3	8
die	der	DET	ART	nk	Bindung	NOUN	[]	3	b3	8
Bindung	Bindung	NOUN	NN	oa	ermöglicht	VERB	[die, von]	3	b3	8
von	von	ADP	APPR	pg	Bindung	NOUN	[Myosin]	3	b3	8
Myosin	Myosin	NOUN	NN	nk	von	ADP	[]	3	b3	8
an	an	ADP	APPR	mo	ermöglicht	VERB	[Aktin]	3	b3	8
Aktin	Aktin	NOUN	NN	nk	an	ADP	[]	3	b3	8
.	--	PUNCT	$.	punct	registriert	VERB	[]	3	b3	8
Je	je	ADV	ADV	mo	nach	ADP	[]	3	b3	9
nach	nach	ADP	APPR	mo	kann	AUX	[Je, Klasse]	3	b3	9
Klasse	Klasse	NOUN	NN	nk	nach	ADP	[]	3	b3	9
kann	können	AUX	VMFIN	ROOT	kann	AUX	[nach, Schwanz, anlagern, .]	3	b3	9
der	der	DET	ART	nk	Schwanz	NOUN	[]	3	b3	9
Schwanz	Schwanz	NOUN	NN	sb	kann	AUX	[der]	3	b3	9
an	an	ADP	APPR	mo	anlagern	VERB	[Vesikel]	3	b3	9
Vesikel	Vesikel	NOUN	NN	nk	an	ADP	[]	3	b3	9
anlagern	anlagern	VERB	VVINF	oc	kann	AUX	[an, ,, ziehen]	3	b3	9
,	--	PUNCT	$,	punct	anlagern	VERB	[]	3	b3	9
um	um	SCONJ	KOUI	cp	ziehen	VERB	[]	3	b3	9
sie	sie	PRON	PPER	oa	ziehen	VERB	[]	3	b3	9
entlang	entlang	ADP	APPR	mo	ziehen	VERB	[Aktinfilaments]	3	b3	9
des	der	DET	ART	nk	Aktinfilaments	NOUN	[]	3	b3	9
Aktinfilaments	Aktinfilament	NOUN	NN	nk	entlang	ADP	[des]	3	b3	9
zu	zu	PART	PTKZU	pm	ziehen	VERB	[]	3	b3	9
ziehen	ziehen	VERB	VVINF	mo	anlagern	VERB	[um, sie, entlang, zu]	3	b3	9
.	--	PUNCT	$.	punct	kann	AUX	[]	3	b3	9
Alle	aller	DET	PIAT	nk	Myosine	NOUN	[]	3	b3	10
Myosine	Myosin	NOUN	NN	sb	bewegen	VERB	[Alle, auf]	3	b3	10
bis	bis	ADP	APPR	ac	auf	ADP	[]	3	b3	10
auf	auf	ADP	APPR	mnr	Myosine	NOUN	[bis, Myosin]	3	b3	10
Myosin	Myosin	NOUN	NN	nk	auf	ADP	[VI]	3	b3	10
VI	VI	NOUN	CARD	nk	Myosin	NOUN	[]	3	b3	10
bewegen	bewegen	VERB	VVFIN	ROOT	bewegen	VERB	[Myosine, sich, zum, .]	3	b3	10
sich	sich	PRON	PRF	oa	bewegen	VERB	[]	3	b3	10
zum	zu	ADP	APPRART	mo	bewegen	VERB	[+, Aktinfilaments]	3	b3	10
+	+	CCONJ	$LRB	cd	zum	ADP	[Ende]	3	b3	10
Ende	Ende	NOUN	NN	cj	+	CCONJ	[]	3	b3	10
des	der	DET	ART	nk	Aktinfilaments	NOUN	[]	3	b3	10
Aktinfilaments	Aktinfilament	NOUN	NN	ag	zum	ADP	[des]	3	b3	10
.	--	PUNCT	$.	punct	bewegen	VERB	[]	3	b3	10
Myosin	Myosin	NOUN	NE	sb	ist	AUX	[II]	3	b3	11
II	II	NUM	CARD	nk	Myosin	NOUN	[]	3	b3	11
ist	sein	AUX	VAFIN	ROOT	ist	AUX	[Myosin, Dimer, ,, hat, .]	3	b3	11
ein	ein	DET	ART	nk	Dimer	NOUN	[]	3	b3	11
Dimer	Dimer	NOUN	NN	pd	ist	AUX	[ein]	3	b3	11
,	--	PUNCT	$,	punct	ist	AUX	[]	3	b3	11
es	es	PRON	PPER	ep	hat	VERB	[]	3	b3	11
hat	haben	VERB	VAFIN	cj	ist	AUX	[es, Köpfe, und]	3	b3	11
zwei	zwei	NUM	CARD	nk	Köpfe	NOUN	[]	3	b3	11
Köpfe	Kopf	NOUN	NN	oa	hat	VERB	[zwei]	3	b3	11
und	und	CCONJ	KON	cd	hat	VERB	[kann]	3	b3	11
kann	können	AUX	VMFIN	cj	und	CCONJ	[binden]	3	b3	11
mit	mit	ADP	APPR	mo	binden	VERB	[Schwanz]	3	b3	11
seinem	sein	DET	PPOSAT	nk	Schwanz	NOUN	[]	3	b3	11
Schwanz	Schwanz	NOUN	NN	nk	mit	ADP	[seinem]	3	b3	11
an	an	ADP	APPR	mo	binden	VERB	[Filament]	3	b3	11
ein	ein	DET	ART	nk	Filament	NOUN	[]	3	b3	11
bipolares	bipolar	ADJ	ADJA	nk	Filament	NOUN	[]	3	b3	11
Filament	Filament	NOUN	NN	nk	an	ADP	[ein, bipolares]	3	b3	11
binden	binden	VERB	VVINF	oc	kann	AUX	[mit, an]	3	b3	11
.	--	PUNCT	$.	punct	ist	AUX	[]	3	b3	11
Es	es	PRON	PPER	sb	ist	AUX	[]	3	b3	12
ist	sein	AUX	VAFIN	ROOT	ist	AUX	[Es, finden, ,, aber, .]	3	b3	12
im	in	ADP	APPRART	mo	finden	VERB	[Apparat]	3	b3	12
kontraktilen	kontraktil	ADJ	ADJA	nk	Apparat	NOUN	[]	3	b3	12
Apparat	Apparat	NOUN	NN	nk	im	ADP	[kontraktilen, Muskelzellen]	3	b3	12
der	der	DET	ART	nk	Muskelzellen	NOUN	[]	3	b3	12
Muskelzellen	Muskelzell	NOUN	NN	ag	Apparat	NOUN	[der]	3	b3	12
zu	zu	PART	PTKZU	pm	finden	VERB	[]	3	b3	12
finden	finden	VERB	VVINF	oc	ist	AUX	[im, zu]	3	b3	12
,	--	PUNCT	$,	punct	ist	AUX	[]	3	b3	12
aber	aber	CCONJ	KON	cd	ist	AUX	[in]	3	b3	12
auch	auch	ADV	ADV	mo	in	ADP	[]	3	b3	12
in	in	ADP	APPR	cj	aber	CCONJ	[auch, Zellen]	3	b3	12
anderen	anderer	ADJ	ADJA	nk	Zellen	NOUN	[]	3	b3	12
Zellen	Zelle	NOUN	NN	nk	in	ADP	[anderen, ,, ist]	3	b3	12
,	--	PUNCT	$,	punct	Zellen	NOUN	[]	3	b3	12
wo	wo	SCONJ	PWAV	mo	ist	AUX	[]	3	b3	12
es	es	PRON	PPER	sb	ist	AUX	[]	3	b3	12
am	an	ADP	APPRART	mo	beteiligt	VERB	[Kontraktionsmechanismus]	3	b3	12
Kontraktionsmechanismus	Kontraktionsmechanismus	NOUN	NN	nk	am	ADP	[]	3	b3	12
beteiligt	beteiligen	VERB	VVPP	pd	ist	AUX	[am]	3	b3	12
ist	sein	AUX	VAFIN	rc	Zellen	NOUN	[wo, es, beteiligt]	3	b3	12
.	--	PUNCT	$.	punct	ist	AUX	[]	3	b3	12
Wenn	wenn	SCONJ	KOUS	cp	absorbiert	VERB	[]	7	p1	1
ein	ein	DET	ART	nk	Atom	NOUN	[]	7	p1	1
ruhendes	ruhend	ADJ	ADJA	nk	Atom	NOUN	[]	7	p1	1
Atom	atom	NOUN	NN	sb	absorbiert	VERB	[ein, ruhendes]	7	p1	1
ein	ein	DET	ART	nk	Photon	NOUN	[]	7	p1	1
Photon	Photon	NOUN	NN	oa	absorbiert	VERB	[ein]	7	p1	1
absorbiert	absorbieren	VERB	VVFIN	re	so	ADV	[Wenn, Atom, Photon]	7	p1	1
,	--	PUNCT	$,	punct	so	ADV	[]	7	p1	1
so	so	ADV	ADV	mo	nimmt	VERB	[absorbiert, ,]	7	p1	1
nimmt	nehmen	VERB	VVFIN	ROOT	nimmt	VERB	[so, es, bei, Photonenimpuls, auf, und, .]	7	p1	1
es	es	PRON	PPER	ep	nimmt	VERB	[]	7	p1	1
bei	bei	ADP	APPR	mo	nimmt	VERB	[Absorption]	7	p1	1
der	der	DET	ART	nk	Absorption	NOUN	[]	7	p1	1
Absorption	Absorption	NOUN	NN	nk	bei	ADP	[der]	7	p1	1
den	der	DET	ART	nk	Photonenimpuls	NOUN	[]	7	p1	1
Photonenimpuls	Photonenimpuls	NOUN	NN	da	nimmt	VERB	[den]	7	p1	1
auf	auf	ADP	PTKVZ	svp	nimmt	VERB	[]	7	p1	1
und	und	CCONJ	KON	cd	nimmt	VERB	[erfährt]	7	p1	1
erfährt	erfahren	VERB	VVFIN	cj	und	CCONJ	[deshalb, Rückstoßimpuls]	7	p1	1
deshalb	deshalb	ADV	PROAV	mo	erfährt	VERB	[]	7	p1	1
einen	ein	DET	ART	nk	Rückstoßimpuls	NOUN	[]	7	p1	1
Rückstoßimpuls	Rückstoßimpuls	NOUN	NN	oa	erfährt	VERB	[einen, ,, führt]	7	p1	1
,	--	PUNCT	$,	punct	Rückstoßimpuls	NOUN	[]	7	p1	1
der	der	PRON	PRELS	sb	führt	VERB	[]	7	p1	1
zu	zu	ADP	APPR	mo	führt	VERB	[Rückstoßenergie]	7	p1	1
einer	ein	DET	ART	nk	Rückstoßenergie	NOUN	[]	7	p1	1
kinetischen	kinetisch	ADJ	ADJA	nk	Rückstoßenergie	NOUN	[]	7	p1	1
Rückstoßenergie	Rückstoßenergie	NOUN	NN	nk	zu	ADP	[einer, kinetischen]	7	p1	1
führt	führen	VERB	VVFIN	rc	Rückstoßimpuls	NOUN	[der, zu]	7	p1	1
.	--	PUNCT	$.	punct	nimmt	VERB	[]	7	p1	1
Die	der	DET	ART	nk	Photonenenergie	NOUN	[]	7	p1	2
Photonenenergie	Photonenenergie	NOUN	NN	sb	wird	AUX	[Die]	7	p1	2
wird	werden	AUX	VAFIN	ROOT	wird	AUX	[Photonenenergie, übertragen, .]	7	p1	2
dabei	dabei	ADV	PROAV	mo	übertragen	VERB	[]	7	p1	2
zum	zu	ADP	APPRART	op	übertragen	VERB	[einen, als]	7	p1	2
einen	einer	PRON	PIS	nk	zum	ADP	[]	7	p1	2
als	als	ADP	APPR	mo	zum	ADP	[Rückstoßenergie, und]	7	p1	2
Rückstoßenergie	Rückstoßenergie	NOUN	NN	nk	als	ADP	[]	7	p1	2
und	und	CCONJ	KON	cd	als	ADP	[als]	7	p1	2
zum	zu	ADP	APPRART	mo	als	ADP	[anderen]	7	p1	2
anderen	anderer	ADJ	PIS	nk	zum	ADP	[]	7	p1	2
als	als	ADP	APPR	cj	und	CCONJ	[zum, Anregungsenergie]	7	p1	2
Anregungsenergie	Anregungsenergie	NOUN	NN	nk	als	ADP	[]	7	p1	2
auf	auf	ADP	APPR	op	übertragen	VERB	[Atom]	7	p1	2
das	der	DET	ART	nk	Atom	NOUN	[]	7	p1	2
Atom	Atom	NOUN	NN	nk	auf	ADP	[das]	7	p1	2
übertragen	übertragen	VERB	VVPP	oc	wird	AUX	[dabei, zum, auf]	7	p1	2
.	--	PUNCT	$.	punct	wird	AUX	[]	7	p1	2
Die	der	DET	ART	nk	Frequenz	NOUN	[]	7	p1	3
Frequenz	Frequenz	NOUN	NN	sb	unterscheidet	VERB	[Die, Anregung]	7	p1	3
der	der	DET	ART	nk	Anregung	NOUN	[]	7	p1	3
Anregung	Anregung	NOUN	NN	ag	Frequenz	NOUN	[der]	7	p1	3
unterscheidet	unterscheiden	VERB	VVFIN	ROOT	unterscheidet	VERB	[Frequenz, sich, also, von, um, .]	7	p1	3
sich	sich	PRON	PRF	oa	unterscheidet	VERB	[]	7	p1	3
also	also	ADV	ADV	mo	unterscheidet	VERB	[]	7	p1	3
von	von	ADP	APPR	mo	unterscheidet	VERB	[der]	7	p1	3
der	der	PRON	PDS	nk	von	ADP	[Photons]	7	p1	3
des	der	DET	ART	nk	Photons	NOUN	[]	7	p1	3
Photons	Photon	NOUN	NN	ag	der	PRON	[des]	7	p1	3
um	um	ADP	APPR	op	unterscheidet	VERB	[Betrag]	7	p1	3
einen	ein	DET	ART	nk	Betrag	NOUN	[]	7	p1	3
gewissen	gewiß	ADJ	ADJA	nk	Betrag	NOUN	[]	7	p1	3
Betrag	Betrag	NOUN	NN	nk	um	ADP	[einen, gewissen]	7	p1	3
.	--	PUNCT	$.	punct	unterscheidet	VERB	[]	7	p1	3
Auch	auch	ADV	ADV	mo	bei	ADP	[]	7	p1	4
bei	bei	ADP	APPR	mo	erfährt	VERB	[Auch, Emission]	7	p1	4
der	der	DET	ART	nk	Emission	NOUN	[]	7	p1	4
Emission	Emission	NOUN	NN	nk	bei	ADP	[der, Photons]	7	p1	4
eines	ein	DET	ART	nk	Photons	NOUN	[]	7	p1	4
Photons	Photon	NOUN	NN	ag	Emission	NOUN	[eines]	7	p1	4
erfährt	erfahren	VERB	VVFIN	ROOT	erfährt	VERB	[bei, Atom, Rückstoß, .]	7	p1	4
das	der	DET	ART	nk	Atom	NOUN	[]	7	p1	4
Atom	Atom	NOUN	NN	sb	erfährt	VERB	[das]	7	p1	4
einen	ein	DET	ART	nk	Rückstoß	NOUN	[]	7	p1	4
Rückstoß	Rückstoß	NOUN	NN	oa	erfährt	VERB	[einen]	7	p1	4
.	--	PUNCT	$.	punct	erfährt	VERB	[]	7	p1	4
Die	der	DET	ART	nk	Rückstoßenergie	NOUN	[]	7	p1	5
dabei	dabei	ADV	PROAV	mo	erzeugte	ADJ	[]	7	p1	5
erzeugte	erzeugt	ADJ	ADJA	nk	Rückstoßenergie	NOUN	[dabei]	7	p1	5
Rückstoßenergie	Rückstoßenergie	NOUN	NN	sb	fehlt	VERB	[Die, erzeugte]	7	p1	5
fehlt	fehlen	VERB	VVFIN	ROOT	fehlt	VERB	[Rückstoßenergie, Photon, ,, ist, .]	7	p1	5
dem	der	DET	ART	nk	Photon	NOUN	[]	7	p1	5
emittierten	emittiert	ADJ	ADJA	nk	Photon	NOUN	[]	7	p1	5
Photon	Photon	NOUN	NN	da	fehlt	VERB	[dem, emittierten]	7	p1	5
,	--	PUNCT	$,	punct	fehlt	VERB	[]	7	p1	5
so	so	ADV	ADV	mo	ist	AUX	[]	7	p1	5
dass	dass	SCONJ	KOUS	cp	ist	AUX	[]	7	p1	5
dessen	der	PRON	PDS	ag	Wellenlänge	NOUN	[]	7	p1	5
Wellenlänge	Wellenlang	NOUN	NN	sb	ist	AUX	[dessen]	7	p1	5
ebenfalls	ebenfalls	ADV	ADV	mo	verschieden	ADV	[]	7	p1	5
von	von	ADP	APPR	mo	verschieden	ADV	[jener]	7	p1	5
jener	jener	PRON	PDS	nk	von	ADP	[]	7	p1	5
der	der	DET	ART	nk	Anregung	NOUN	[]	7	p1	5
Anregung	Anregung	NOUN	NN	da	verschieden	ADV	[der]	7	p1	5
verschieden	verschieden	ADV	ADJD	pd	ist	AUX	[ebenfalls, von, Anregung]	7	p1	5
ist	sein	AUX	VAFIN	mo	fehlt	VERB	[so, dass, Wellenlänge, verschieden]	7	p1	5
.	--	PUNCT	$.	punct	fehlt	VERB	[]	7	p1	5
Atome	Atome	PROPN	NN	sb	können	AUX	[,, unterscheiden]	7	p1	6
,	--	PUNCT	$,	punct	Atome	PROPN	[]	7	p1	6
die	der	PRON	PRELS	sb	unterscheiden	VERB	[]	7	p1	6
sich	sich	PRON	PRF	oa	unterscheiden	VERB	[]	7	p1	6
nur	nur	ADV	ADV	mo	in	ADP	[]	7	p1	6
in	in	ADP	APPR	mo	unterscheiden	VERB	[nur, Impuls]	7	p1	6
ihrem	ihr	DET	PPOSAT	nk	Impuls	NOUN	[]	7	p1	6
Impuls	Impuls	NOUN	NN	nk	in	ADP	[ihrem]	7	p1	6
unterscheiden	unterscheiden	VERB	VVFIN	rc	Atome	PROPN	[die, sich, in]	7	p1	6
,	--	PUNCT	$,	punct	können	AUX	[]	7	p1	6
können	können	AUX	VMFIN	ROOT	können	AUX	[Atome, ,, also, absorbieren, .]	7	p1	6
also	also	ADV	ADV	mo	können	AUX	[]	7	p1	6
Photonen	Photon	NOUN	NN	oa	absorbieren	VERB	[]	7	p1	6
mit	mit	ADP	APPR	mo	absorbieren	VERB	[Frequenz]	7	p1	6
unterschiedlicher	unterschiedlich	ADJ	ADJA	nk	Frequenz	NOUN	[]	7	p1	6
Frequenz	Frequenz	NOUN	NN	nk	mit	ADP	[unterschiedlicher]	7	p1	6
absorbieren	absorbieren	VERB	VVINF	oc	können	AUX	[Photonen, mit, bzw.]	7	p1	6
bzw.	bzw.	CCONJ	KON	cd	absorbieren	VERB	[emittieren]	7	p1	6
emittieren	emittieren	VERB	VVINF	cj	bzw.	CCONJ	[]	7	p1	6
.	--	PUNCT	$.	punct	können	AUX	[]	7	p1	6
Befindet	Befindet	VERB	VVFIN	mo	überträgt	VERB	[sich, Atom]	7	p1	7
sich	sich	PRON	PRF	oa	Befindet	VERB	[]	7	p1	7
ein	ein	DET	ART	nk	Atom	NOUN	[]	7	p1	7
Atom	Atom	NOUN	NN	sb	Befindet	VERB	[ein, in]	7	p1	7
in	in	ADP	APPR	mnr	Atom	NOUN	[Kristallgitter]	7	p1	7
einem	ein	DET	ART	nk	Kristallgitter	NOUN	[]	7	p1	7
Kristallgitter	Kristallgitter	NOUN	NN	nk	in	ADP	[einem]	7	p1	7
,	--	PUNCT	$,	punct	überträgt	VERB	[]	7	p1	7
überträgt	übertragen	VERB	VVFIN	ROOT	überträgt	VERB	[Befindet, ,, sich, Rückstoß, entsprechen, .]	7	p1	7
sich	sich	PRON	PRF	oa	überträgt	VERB	[]	7	p1	7
der	der	DET	ART	nk	Rückstoß	NOUN	[]	7	p1	7
Rückstoß	Rückstoß	NOUN	NN	sb	überträgt	VERB	[der, auf]	7	p1	7
auf	auf	ADP	APPR	mnr	Rückstoß	NOUN	[dieses]	7	p1	7
dieses	dieser	DET	PDS	nk	auf	ADP	[und]	7	p1	7
und	und	CCONJ	KON	cd	dieses	DET	[Energie]	7	p1	7
die	der	DET	ART	nk	Energie	NOUN	[]	7	p1	7
Energie	Energie	NOUN	NN	cj	und	CCONJ	[die, von]	7	p1	7
von	von	ADP	APPR	pg	Energie	NOUN	[Photon]	7	p1	7
absorbiertem	absorbiert	ADJ	ADJA	nk	Photon	NOUN	[und]	7	p1	7
und	und	CCONJ	KON	cd	absorbiertem	ADJ	[emittiertem]	7	p1	7
emittiertem	emittiert	ADJ	ADJA	cj	und	CCONJ	[]	7	p1	7
Photon	Photon	NOUN	NN	nk	von	ADP	[absorbiertem]	7	p1	7
entsprechen	entsprechen	VERB	VVINF	mo	überträgt	VERB	[in]	7	p1	7
in	in	ADP	APPR	mo	entsprechen	VERB	[Anregungsenergie]	7	p1	7
etwa	etwa	ADV	ADV	mo	Anregungsenergie	NOUN	[]	7	p1	7
der	der	DET	ART	nk	Anregungsenergie	NOUN	[]	7	p1	7
Anregungsenergie	Anregungsenergie	NOUN	NN	nk	in	ADP	[etwa, der]	7	p1	7
.	--	PUNCT	$.	punct	überträgt	VERB	[]	7	p1	7
Dies	dieser	PRON	PDS	sb	wird	AUX	[]	7	p1	8
wird	werden	AUX	VAFIN	ROOT	wird	AUX	[Dies, benutzt, .]	7	p1	8
in	in	ADP	APPR	mo	benutzt	VERB	[Mößbauerspektroskopie]	7	p1	8
der	der	DET	ART	nk	Mößbauerspektroskopie	NOUN	[]	7	p1	8
Mößbauerspektroskopie	Mößbauerspektroskopie	NOUN	NN	nk	in	ADP	[der]	7	p1	8
benutzt	benutzen	VERB	VVPP	oc	wird	AUX	[in, ,, analysieren]	7	p1	8
,	--	PUNCT	$,	punct	benutzt	VERB	[]	7	p1	8
um	um	SCONJ	KOUI	cp	analysieren	VERB	[]	7	p1	8
mit	mit	ADP	APPR	mo	analysieren	VERB	[Hilfe]	7	p1	8
Hilfe	Hilfe	NOUN	NN	nk	mit	ADP	[Dopplerverschiebung]	7	p1	8
der	der	DET	ART	nk	Dopplerverschiebung	NOUN	[]	7	p1	8
Dopplerverschiebung	Dopplerverschiebung	NOUN	NN	ag	Hilfe	NOUN	[der, Emissionslinien]	7	p1	8
der	der	DET	ART	nk	Emissionslinien	NOUN	[]	7	p1	8
Emissionslinien	Emissionslini	NOUN	NN	ag	Dopplerverschiebung	NOUN	[der]	7	p1	8
etwa	etwa	ADV	ADV	mo	Hyperfeinstrukturenaufspaltungen	NOUN	[]	7	p1	8
Hyperfeinstrukturenaufspaltungen	Hyperfeinstrukturenaufspaltung	NOUN	NN	oa	analysieren	VERB	[etwa, in]	7	p1	8
in	in	ADP	APPR	mnr	Hyperfeinstrukturenaufspaltungen	NOUN	[Probe]	7	p1	8
einer	ein	DET	ART	nk	Probe	NOUN	[]	7	p1	8
Probe	Probe	NOUN	NN	nk	in	ADP	[einer]	7	p1	8
zu	zu	PART	PTKZU	pm	analysieren	VERB	[]	7	p1	8
analysieren	analysieren	VERB	VVINF	mo	benutzt	VERB	[um, mit, Hyperfeinstrukturenaufspaltungen, zu]	7	p1	8
.	--	PUNCT	$.	punct	wird	AUX	[]	7	p1	8
Ein	ein	DET	ART	nk	Prion	NOUN	[]	5	b5	1
Prion	Prion	NOUN	NN	sb	ist	AUX	[Ein]	5	b5	1
ist	sein	AUX	VAFIN	ROOT	ist	AUX	[Prion, Protein, .]	5	b5	1
ein	ein	DET	ART	nk	Protein	NOUN	[]	5	b5	1
infektiöses	infektiös	ADJ	ADJA	nk	Protein	NOUN	[]	5	b5	1
Protein	Protein	NOUN	NN	pd	ist	AUX	[ein, infektiöses, ,, abstammt]	5	b5	1
,	--	PUNCT	$,	punct	Protein	NOUN	[]	5	b5	1
das	der	PRON	PRELS	sb	abstammt	VERB	[]	5	b5	1
von	von	ADP	APPR	op	abstammt	VERB	[Protein]	5	b5	1
einem	ein	DET	ART	nk	Protein	NOUN	[]	5	b5	1
endogenen	endogen	ADJ	ADJA	nk	Protein	NOUN	[,, zellulären]	5	b5	1
,	--	PUNCT	$,	punct	endogenen	ADJ	[]	5	b5	1
zellulären	zellulärer	DET	ADJA	cj	endogenen	ADJ	[]	5	b5	1
Protein	Protein	NOUN	NN	nk	von	ADP	[einem, endogenen]	5	b5	1
abstammt	abstammt	VERB	VVFIN	rc	Protein	NOUN	[das, von, und]	5	b5	1
und	und	CCONJ	KON	cd	abstammt	VERB	[besitzt]	5	b5	1
dessen	der	PRON	PRELAT	ag	Primärstruktur	NOUN	[]	5	b5	1
Primärstruktur	Primärstruktur	NOUN	NN	oa	besitzt	VERB	[dessen]	5	b5	1
besitzt	besitzen	VERB	VVFIN	cj	und	CCONJ	[Primärstruktur, ,, unterscheidet]	5	b5	1
,	--	PUNCT	$,	punct	besitzt	VERB	[]	5	b5	1
sich	sich	PRON	PRF	oa	unterscheidet	VERB	[]	5	b5	1
aber	aber	ADV	ADV	mo	unterscheidet	VERB	[]	5	b5	1
in	in	ADP	APPR	mo	unterscheidet	VERB	[Quartärstrukturen]	5	b5	1
Sekundär-	Sekundär	X	TRUNC	cj	Tertiär-	X	[]	5	b5	1
,	--	PUNCT	$,	punct	Quartärstrukturen	NOUN	[]	5	b5	1
Tertiär-	Tertiär	X	TRUNC	cj	und	CCONJ	[Sekundär-]	5	b5	1
und	und	CCONJ	KON	cd	Quartärstrukturen	NOUN	[Tertiär-]	5	b5	1
Quartärstrukturen	Quartärstruktur	NOUN	NN	nk	in	ADP	[,, und, von]	5	b5	1
von	von	ADP	APPR	mnr	Quartärstrukturen	NOUN	[diesem]	5	b5	1
diesem	dieser	PRON	PDS	nk	von	ADP	[]	5	b5	1
unterscheidet	unterscheiden	VERB	VVFIN	cj	besitzt	VERB	[sich, aber, in]	5	b5	1
.	--	PUNCT	$.	punct	ist	AUX	[]	5	b5	1
Seine	sein	DET	PPOSAT	nk	Eigenschaften	NOUN	[]	5	b5	2
strukturellen	strukturell	ADJ	ADJA	nk	Eigenschaften	NOUN	[]	5	b5	2
Eigenschaften	Eigenschaft	NOUN	NN	sb	verleihen	VERB	[Seine, strukturellen]	5	b5	2
verleihen	verleihen	VERB	VVFIN	ROOT	verleihen	VERB	[Eigenschaften, Prion, Fähigkeit, .]	5	b5	2
dem	der	DET	ART	nk	Prion	NOUN	[]	5	b5	2
Prion	Prion	NOUN	NN	da	verleihen	VERB	[dem]	5	b5	2
die	der	DET	ART	nk	Fähigkeit	NOUN	[]	5	b5	2
